Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Gigalith (Shadow),69.2,526,rock,none,127.2,118.4,116,1747772,17,1492,Mud Slap,Meteor Beam,Superpower,6,4,3,50000
Kleavor,69.2,900,bug,rock,144.2,105.1,102,1545034,17.5,1498,Quick Attack,X-Scissor,Stone Edge,5,7,5,75000
Vibrava (Shadow),69.2,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Crobat,69.1,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Falinks,69.1,870,fighting,none,128.2,119.8,113,1735815,23.5,1494,Counter,Superpower,Megahorn,7,10,5,75000
Floatzel,69.1,419,water,none,143.8,81.1,133,1551619,22.5,1494,Water Gun,Aqua Jet,Swift,14,12,3,50000
Heracross,69.1,214,bug,fighting,134.7,107.9,114,1655921,17.5,1497,Counter,Upper Hand,Megahorn,7,10,3,50000
Klang,69.1,600,steel,none,114.1,137,125,1954283,31.5,1494,Thunder Shock,Thunderbolt,Vise Grip,7,5,5,75000
Moltres,69.1,146,fire,flying,136.3,102.6,117,1635633,16,1493,Fire Spin,Sky Attack,Ancient Power,6,5,20,100000
Swanna (Shadow),69.1,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Fly,Ice Beam,15,19,3,50000
Toxicroak (Shadow),69.1,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Counter,Mud Bomb,Shadow Ball,7,10,3,50000
Weavile (Shadow),69.1,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Aggron,69,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Rock Tomb,Thunder,7,8,1,10000
Bonsly,69,438,rock,none,116.8,124.4,127,1844799,50,1472,Rock Throw,Rock Tomb,Rock Slide,10,9,5,10000
Landorus (Incarnate),69,645,ground,flying,139.9,100.5,114,1602125,15.5,1497,Mud Shot,Earth Power,Rock Slide,7,6,20,100000
Crobat (Shadow),68.9,169,poison,flying,121.8,115.7,130,1832248,21,1496,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Darmanitan (Standard),68.9,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Entei (Shadow),68.9,244,fire,none,129.3,94.6,142,1736743,16,1499,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Gloom,68.9,44,grass,poison,122.6,114.9,130,1830873,37.5,1500,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Rotom (Heat),68.9,479,electric,fire,129.2,143.2,93,1720709,21,1491,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Delcatty,68.8,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Sneasel,68.8,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Flareon,68.7,136,fire,none,141.7,110,100,1557872,18,1488,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Poipole,68.7,803,poison,none,119.7,113.6,137,1862719,36,1495,Poison Jab,Sludge Bomb,Fell Stinger,8,5,20,100000
Rotom,68.7,479,electric,ghost,133.6,123,102,1676130,28,1500,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Exeggutor (Alolan) (Shadow),68.6,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Grotle,68.6,388,grass,none,118.3,116.1,138,1895093,30.5,1497,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Kartana,68.6,798,grass,steel,170.7,98.8,78,1316087,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Latias (Shadow),68.6,380,dragon,psychic,123.6,137.3,106,1798419,15.5,1496,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Minun,68.6,312,electric,none,116.8,126.8,129,1909761,37,1493,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Sandygast,68.6,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Swellow (Shadow),68.6,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Toxicroak,68.6,454,poison,fighting,136.6,91.5,131,1636876,22,1498,Counter,Mud Bomb,Shadow Ball,7,10,3,50000
Absol (Shadow),68.5,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Garchomp (Shadow),68.5,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Herdier,68.5,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Swadloon,68.5,541,bug,grass,106.7,147.9,133,2099118,50,1500,Bug Bite,Energy Ball,Silver Wind,19,15,1,10000
Cloyster (Shadow),68.4,91,water,ice,119.7,166,94,1867851,22,1499,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Electrode (Shadow),68.4,101,electric,none,123.1,127.2,116,1816610,26.5,1496,Volt Switch,Discharge,Hyper Beam,3,5,3,50000
Linoone (Galarian),68.3,264,dark,normal,114.6,112.2,152,1953755,39,1497,Snarl,Body Slam,Dig,3,4,1,10000
Mankey (Shadow),68.3,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Simisage,68.3,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Weepinbell,68.3,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Weepinbell (Shadow),68.3,70,grass,poison,139.2,83.7,138,1606435,38.5,1497,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Breloom,68.2,286,grass,fighting,150.6,97.3,101,1480402,21,1493,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Darmanitan (Standard) (Shadow),68.2,555,fire,none,151.3,71.4,137,1480445,18,1497,Incinerate,Overheat,Rock Slide,3,3,3,50000
Eldegoss,68.2,830,grass,none,109.1,159.7,118,2056868,28.5,1500,Bullet Seed,Grass Knot,Energy Ball,4,5,3,50000
Mr. Mime,68.2,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Aggron (Shadow),68.1,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Rock Tomb,Thunder,7,8,1,10000
Cherrim (Sunshine),68.1,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Drakloak,68.1,886,dragon,ghost,131,92.6,141,1710626,39,1498,Astonish,Shadow Ball,Outrage,6,6,5,75000
Mismagius,68.1,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Omanyte (Shadow),68.1,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Elekid,68,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,5,5,10000
Exploud,68,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Geodude (Alolan),68,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Omanyte,68,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Vibrava,68,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,14,20,5,75000
Cubone,67.9,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Exploud (Shadow),67.9,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Jolteon,67.9,135,electric,none,138.6,113,103,1612419,19,1495,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Shellos,67.9,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Mud Bomb,Body Slam,4,4,3,50000
Ambipom (Shadow),67.8,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Frogadier,67.8,657,water,none,135.4,99.2,123,1653012,39.5,1500,Bubble,Surf,Aerial Ace,5,4,3,10000
Slowpoke,67.8,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Charmeleon,67.7,5,fire,none,127.1,109.1,127,1760642,39,1496,Fire Fang,Fire Punch,Return,7,12,3,10000
Comfey,67.7,764,fairy,none,116.9,155.4,105,1907768,26.5,1494,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Nuzleaf,67.7,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Stakataka,67.7,805,rock,steel,119.4,169.8,92,1865399,16.5,1498,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Tangela,67.7,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Entei,67.6,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Aerodactyl (Shadow),67.5,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Arboliva,67.5,930,grass,normal,129.9,115.5,115,1724594,18.5,1499,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Garchomp,67.5,445,dragon,ground,132.5,102.5,124,1683122,14,1495,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Gurdurr,67.5,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Ninjask,67.5,291,bug,flying,144.2,89.1,120,1541269,28,1496,Fury Cutter,Aerial Ace,Bug Buzz,10,15,5,75000
Swanna,67.5,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Fly,Ice Beam,5,7,3,50000
Weavile,67.5,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Luxray (Shadow),67.4,405,electric,none,138,99,118,1611912,19,1496,Snarl,Wild Charge,Psychic Fangs,4,3,5,75000
Zoroark,67.4,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Gurdurr (Shadow),67.3,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Slowking (Shadow),67.3,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Teddiursa (Shadow),67.3,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Vileplume,67.3,45,grass,poison,129.1,110.9,121,1732053,22,1498,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Slowbro (Shadow),67.2,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Swellow,67.2,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Articuno (Galarian),67.1,144,psychic,flying,134.1,108.3,115,1671021,15.5,1498,Psycho Cut,Ancient Power,Brave Bird,5,7,20,100000
Camerupt,67.1,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Kubfu,67.1,891,fighting,none,136.6,95.6,125,1631599,34.5,1493,Counter,Close Combat,Brick Break,8,7,20,100000
Porygon,67.1,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Raboot,67.1,814,fire,none,130,102.1,130,1726633,30.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Wobbuffet (Shadow),67.1,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Mirror Coat,Frustration,10,12,3,50000
Chandelure,67,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Groudon (Shadow),67,383,ground,none,136,116.8,104,1651954,13.5,1499,Mud Shot,Precipice Blades,Fire Punch,8,5,20,100000
Pidgeotto (Shadow),67,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Thwackey,67,811,grass,none,124.7,108.5,133,1798445,31,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Tsareena,67,763,grass,none,131.6,119.9,108,1704753,19,1499,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
Braixen,66.9,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Psyshock,Flame Charge,7,9,3,10000
Decidueye (Hisuian),66.9,724,grass,fighting,129.6,106.9,124,1718957,20,1494,Magical Leaf,Aerial Ace,Aura Sphere,4,6,3,10000
Houndoom,66.9,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Slowpoke (Shadow),66.9,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Tauros,66.9,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Tirtouga,66.9,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Torterra,66.9,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Tyranitar (Shadow),66.9,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Karrablast (Shadow),66.8,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Gholdengo,66.7,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Hex,Shadow Ball,Dazzling Gleam,5,5,5,10000
Luxio,66.7,404,electric,none,134.1,91.1,137,1672950,47.5,1500,Spark,Wild Charge,Crunch,7,7,5,75000
Zapdos (Galarian),66.7,145,fighting,flying,135.2,106.2,115,1651425,15.5,1495,Counter,Ancient Power,Brave Bird,8,10,20,100000
Diancie,66.6,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Power Gem,Rock Slide,10,9,20,100000
Honchkrow,66.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Prinplup (Shadow),66.6,394,water,none,119.1,116,136,1878103,37,1500,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Slowpoke (Galarian),66.6,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Infernape,66.5,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Mankey,66.5,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Return,4,8,3,50000
Mismagius (Shadow),66.5,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Heliolisk,66.4,695,electric,normal,137.1,112,105,1612926,21,1493,Volt Switch,Breaking Swipe,Parabolic Charge,3,4,3,50000
Manectric (Shadow),66.4,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Nidoking (Shadow),66.4,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Oricorio (Baile),66.4,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Oricorio (Pom-Pom),66.4,741,electric,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Sawk (Shadow),66.4,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Shaymin (Land),66.4,492,grass,none,117.9,122.3,131,1888054,17,1492,Magical Leaf,Grass Knot,Seed Flare,5,8,20,100000
Archeops (Shadow),66.3,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Escavalier (Shadow),66.3,589,bug,steel,133.9,116.8,107,1673454,19.5,1499,Counter,Drill Run,Megahorn,8,10,3,50000
Ursaluna (Shadow),66.3,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Armaldo,66.2,348,rock,bug,133.3,110.9,113,1670643,19.5,1497,Fury Cutter,Rock Blast,Liquidation,10,12,3,50000
Camerupt (Shadow),66.2,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Geodude (Alolan) (Shadow),66.1,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Tomb,Rock Slide,4,3,1,10000
Oddish (Shadow),66.1,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Rillaboom,66.1,812,grass,none,133.5,97.7,129,1681954,16.5,1499,Razor Leaf,Grass Knot,Earth Power,13,14,3,10000
Ursaluna,66.1,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Exeggutor (Alolan),66,103,grass,dragon,134.4,94.2,131,1659647,18.5,1493,Dragon Tail,Seed Bomb,Draco Meteor,5,8,3,50000
Oricorio (Sensu),66,741,ghost,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Fuecoco,65.9,909,fire,none,106.7,93.3,152,1513000,50,1274,Incinerate,Crunch,Flamethrower,3,3,3,10000
Lugia,65.9,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Sky Attack,Aeroblast,7,9,20,100000
Tangela (Shadow),65.9,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Tyrantrum,65.9,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Dustox,65.8,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Graveler (Shadow),65.8,75,rock,ground,123.4,124.9,118,1819319,30.5,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Wyrdeer,65.8,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Stomp,Wild Charge,4,4,5,75000
Cursola,65.7,864,ghost,none,146.2,111.1,94,1526840,18,1499,Astonish,Night Shade,Power Gem,5,5,3,50000
Geodude (Shadow),65.7,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Boldore (Shadow),65.6,525,rock,none,126.5,108.2,130,1779034,28,1500,Mud Slap,Stone Edge,Rock Slide,6,5,3,50000
Latias,65.6,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Pidgeotto,65.6,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,6,1,10000
Teddiursa,65.6,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Blissey,65.5,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Wild Charge,Dazzling Gleam,8,10,5,75000
Absol,65.4,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Archen (Shadow),65.3,566,rock,flying,160.1,76,115,1399059,31,1497,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Graveler,65.3,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Tirtouga (Shadow),65.3,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Braviary,65.2,628,normal,flying,134.3,94.1,132,1668093,18,1497,Air Slash,Fly,Close Combat,5,5,5,75000
Meowstic (Male),65.2,678,psychic,none,117.6,124.5,130,1902817,26.5,1499,Sucker Punch,Psychic,Thunderbolt,8,8,3,50000
Porygon2,65.1,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Stunky (Shadow),65.1,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Honchkrow (Shadow),65,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Sudowoodo,65,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Zygarde (10% Forme),65,718,dragon,ground,138.1,119.1,98,1612643,22.5,1494,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Eelektrik,64.9,603,electric,none,123.2,110.9,133,1818238,36.5,1498,Spark,Discharge,Crunch,6,7,1,10000
Karrablast,64.9,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Stufful,64.9,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Wormadam (Sandy),64.9,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Confusion,Bug Buzz,Bulldoze,5,4,1,10000
Infernape (Shadow),64.8,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Lampent (Shadow),64.8,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Yanma,64.8,193,bug,flying,131.6,87.4,148,1702917,48.5,1498,Quick Attack,Aerial Ace,Silver Wind,5,6,3,50000
Brionne,64.7,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Aqua Jet,Disarming Voice,7,8,3,10000
Espurr,64.7,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Masquerain,64.7,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Air Cutter,Lunge,4,5,1,10000
Nidoking,64.7,34,poison,ground,130.1,104.1,127,1719018,21.5,1498,Double Kick,Sand Tomb,Earth Power,4,5,3,50000
Ribombee,64.7,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Dazzling Gleam,Bug Buzz,7,7,1,10000
Sliggoo,64.7,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Tranquill (Shadow),64.7,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Sky Attack,5,7,1,10000
Arcanine (Hisuian),64.6,59,fire,rock,132.4,100,127,1682540,17.5,1498,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Pignite,64.6,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Rock Tomb,Flame Charge,9,9,3,10000
Simisear,64.6,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Glaceon,64.5,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Pawmo,64.4,922,electric,fighting,136.1,81.5,142,1575592,50,1468,Spark,Wild Charge,Thunder Punch,7,6,3,75000
Skrelp,64.4,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Zebstrika (Shadow),64.4,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Discharge,7,6,3,50000
Banette,64.2,354,ghost,none,146.8,89.3,117,1533076,24.5,1500,Shadow Claw,Shadow Ball,Dazzling Gleam,7,7,3,50000
Celebi,64.2,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Polteageist,64.1,855,ghost,none,144.5,114.5,94,1555283,18,1499,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Aerodactyl,64,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Corphish (Shadow),64,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Razor Shell,4,4,3,50000
Gabite,64,444,dragon,ground,128.8,101,133,1729456,30,1497,Mud Shot,Dig,Flamethrower,7,7,5,75000
Murkrow,64,198,dark,flying,143.5,80.9,134,1554945,40.5,1498,Feint Attack,Drill Peck,Foul Play,7,7,3,50000
Porygon2 (Shadow),64,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Raticate,64,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Zebstrika,64,523,electric,none,137.7,95.5,123,1617244,23,1496,Spark,Wild Charge,Flame Charge,7,8,3,50000
Cinderace,63.9,815,fire,none,139,102.3,113,1606935,18.5,1499,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Pignite (Shadow),63.9,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Rock Tomb,Flame Charge,9,9,3,10000
Ponyta,63.9,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,9,7,3,50000
Rotom (Wash),63.9,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Sharpedo,63.9,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Tranquill,63.9,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Return,5,8,1,10000
Ambipom,63.8,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Hattrem,63.8,857,psychic,none,123.2,115.3,127,1804506,39,1496,Confusion,Psyshock,Dazzling Gleam,4,5,5,50000
Kyogre (Shadow),63.8,382,water,none,136,116.8,104,1651954,13.5,1499,Waterfall,Surf,Origin Pulse,6,8,20,100000
Vivillon,63.8,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Darmanitan (Galarian),63.7,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,8,7,3,50000
Espeon,63.7,196,psychic,none,147.6,104.1,98,1505910,17,1491,Confusion,Psychic Fangs,Shadow Ball,3,5,5,75000
Growlithe (Shadow),63.7,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Skorupi (Shadow),63.7,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
